epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,2768.94,0.79759,0.48332,1.08714,0.83925,0.66222,0.73055,0.41924,1.27727,0.68044,1.09007,0.000668066,0.000668066,0.000668066
42,2835.14,0.80285,0.48283,1.07328,0.88486,0.64506,0.76231,0.42827,1.2774,0.69805,1.09196,0.000663943,0.000663943,0.000663943
43,2902.69,0.77472,0.47749,1.07586,0.83416,0.70534,0.74364,0.42706,1.26162,0.6762,1.07391,0.000659819,0.000659819,0.000659819
44,2968.76,0.77492,0.47486,1.07003,0.86054,0.67029,0.73465,0.41275,1.33387,0.67742,1.1007,0.000655696,0.000655696,0.000655696
45,3035.94,0.78457,0.47448,1.07229,0.78711,0.64258,0.73879,0.43788,1.23597,0.66358,1.07626,0.000651573,0.000651573,0.000651573
46,3101.36,0.77638,0.47079,1.08101,0.84267,0.66739,0.73294,0.41726,1.32104,0.65569,1.09256,0.000647449,0.000647449,0.000647449
47,3168.35,0.76863,0.45991,1.05721,0.80338,0.64942,0.70372,0.4097,1.30061,0.6699,1.06204,0.000643326,0.000643326,0.000643326
48,3234.6,0.76499,0.46498,1.06247,0.90136,0.67044,0.76101,0.44437,1.23025,0.63845,1.02873,0.000639203,0.000639203,0.000639203
49,3300.59,0.76434,0.46249,1.06119,0.8484,0.67616,0.73875,0.41631,1.34324,0.70886,1.04791,0.000635079,0.000635079,0.000635079
50,3366.83,0.75245,0.45671,1.05751,0.76921,0.69593,0.73697,0.42552,1.31025,0.67033,1.0349,0.000630956,0.000630956,0.000630956
51,3433.43,0.7439,0.45095,1.05714,0.78437,0.65321,0.69886,0.40336,1.38584,0.69728,1.08925,0.000626832,0.000626832,0.000626832
52,3500.87,0.75074,0.45949,1.0547,0.79626,0.69167,0.75183,0.44584,1.27377,0.67736,1.11554,0.000622709,0.000622709,0.000622709
53,3565.79,0.73414,0.4394,1.04479,0.77169,0.68168,0.73277,0.43376,1.24525,0.67183,1.0908,0.000618586,0.000618586,0.000618586
54,3631.91,0.72529,0.43328,1.03836,0.90412,0.64175,0.74998,0.42417,1.34985,0.64926,1.1085,0.000614462,0.000614462,0.000614462
55,3698.76,0.7327,0.43291,1.04119,0.82367,0.66742,0.71747,0.42337,1.33055,0.70458,1.09363,0.000610339,0.000610339,0.000610339
56,3765.23,0.71893,0.4361,1.04163,0.84446,0.65357,0.73362,0.43039,1.26159,0.63585,1.03341,0.000606216,0.000606216,0.000606216
57,3830.97,0.71875,0.42758,1.03694,0.85507,0.69213,0.75119,0.43571,1.25591,0.66055,1.05492,0.000602092,0.000602092,0.000602092
58,3897.24,0.71422,0.42901,1.04278,0.7832,0.66776,0.72125,0.42264,1.3143,0.65995,1.07596,0.000597969,0.000597969,0.000597969
59,3963.81,0.71415,0.43352,1.04548,0.83029,0.71229,0.75,0.43562,1.2112,0.66318,1.06378,0.000593846,0.000593846,0.000593846
60,4029.91,0.71118,0.42441,1.03514,0.82074,0.69996,0.73587,0.43201,1.19443,0.61027,1.048,0.000589722,0.000589722,0.000589722
61,4097.22,0.72007,0.41864,1.03129,0.86224,0.66443,0.75832,0.46687,1.20174,0.65103,1.04236,0.000585599,0.000585599,0.000585599
62,4162.52,0.69276,0.41121,1.02143,0.84749,0.68729,0.74997,0.45072,1.19288,0.61335,1.04228,0.000581476,0.000581476,0.000581476
63,4229.31,0.69849,0.41637,1.0262,0.81198,0.68239,0.74916,0.44304,1.22293,0.62626,1.07575,0.000577352,0.000577352,0.000577352
64,4295.33,0.6933,0.41154,1.02473,0.83629,0.69266,0.76352,0.44047,1.21176,0.62223,1.07329,0.000573229,0.000573229,0.000573229
65,4363.17,0.69455,0.41517,1.02281,0.87395,0.62246,0.72869,0.44398,1.21233,0.63518,1.01871,0.000569106,0.000569106,0.000569106
66,4429.12,0.68296,0.4111,1.02351,0.83364,0.69439,0.75388,0.45407,1.21334,0.6337,1.02694,0.000564982,0.000564982,0.000564982
67,4494.86,0.68248,0.40852,1.01979,0.76921,0.67504,0.73731,0.44074,1.23091,0.64661,1.06733,0.000560859,0.000560859,0.000560859
68,4562.01,0.68027,0.40232,1.01375,0.82393,0.66105,0.75652,0.47281,1.19753,0.64201,1.08491,0.000556736,0.000556736,0.000556736
69,4627.67,0.67896,0.40176,1.02217,0.85517,0.6424,0.74835,0.45149,1.28501,0.65385,1.07571,0.000552612,0.000552612,0.000552612
70,4693.91,0.67357,0.40319,1.01366,0.82791,0.67804,0.73463,0.44198,1.29809,0.66042,1.04607,0.000548489,0.000548489,0.000548489
71,4759.96,0.67212,0.39997,1.02,0.83997,0.69706,0.77013,0.46177,1.20407,0.60949,1.04232,0.000544365,0.000544365,0.000544365
72,4828.03,0.66683,0.39574,1.01335,0.81813,0.72359,0.77196,0.4574,1.20315,0.62843,1.03674,0.000540242,0.000540242,0.000540242
73,4893.15,0.66198,0.395,1.01799,0.8276,0.67152,0.75132,0.46,1.20828,0.62263,1.05675,0.000536119,0.000536119,0.000536119
74,4960.61,0.66103,0.39807,1.01114,0.849,0.64053,0.73536,0.44245,1.23308,0.66246,1.0518,0.000531995,0.000531995,0.000531995
75,5025.9,0.67787,0.40283,1.02017,0.78679,0.6785,0.75439,0.43303,1.24092,0.66449,1.0911,0.000527872,0.000527872,0.000527872
76,5093.6,0.65966,0.38833,1.0107,0.8174,0.67677,0.74648,0.43676,1.26054,0.6431,1.08058,0.000523749,0.000523749,0.000523749
77,5159.36,0.66494,0.39201,1.00698,0.84895,0.68382,0.74234,0.4642,1.18139,0.61803,1.01753,0.000519625,0.000519625,0.000519625
78,5224.74,0.65206,0.3805,1.00169,0.85775,0.63868,0.7484,0.45531,1.2128,0.62664,1.04033,0.000515502,0.000515502,0.000515502
79,5289.6,0.65642,0.38794,1.00764,0.85255,0.6717,0.75828,0.46793,1.14917,0.61743,1.02259,0.000511379,0.000511379,0.000511379
80,5355.55,0.6494,0.386,1.00736,0.85023,0.67829,0.74359,0.45443,1.22702,0.61827,1.08248,0.000507255,0.000507255,0.000507255
81,5421.47,0.64937,0.38321,1.00322,0.87869,0.64583,0.7274,0.44197,1.24474,0.6625,1.05425,0.000503132,0.000503132,0.000503132
82,5486.22,0.64729,0.38882,1.00608,0.84847,0.64088,0.73915,0.47154,1.12147,0.58656,1.01957,0.000499009,0.000499009,0.000499009
83,5552.79,0.63874,0.38343,1.00475,0.82176,0.69327,0.75401,0.45841,1.18814,0.63256,1.06119,0.000494885,0.000494885,0.000494885
84,5618.75,0.6355,0.3794,0.99984,0.8366,0.66639,0.73247,0.45429,1.14314,0.61044,1.03155,0.000490762,0.000490762,0.000490762
85,5684.38,0.64033,0.38071,0.99459,0.84014,0.67301,0.74572,0.45925,1.16736,0.61689,1.02678,0.000486639,0.000486639,0.000486639
86,5750.6,0.6273,0.37636,0.99629,0.84008,0.66353,0.7532,0.45608,1.25268,0.61438,1.05504,0.000482515,0.000482515,0.000482515
87,5817.36,0.62721,0.37643,0.99468,0.79987,0.67392,0.72255,0.44324,1.21871,0.60826,1.03063,0.000478392,0.000478392,0.000478392
88,5882.98,0.62177,0.36536,0.99383,0.79854,0.6709,0.74354,0.45806,1.18059,0.62897,1.03926,0.000474269,0.000474269,0.000474269
